id,조문문장,T5_L1,T5_L2,T5_확신도,T5_근거
P00117,대통령령으로 정하는 학교협의체와,위임,대통령령,5,문장에서 '대통령령으로 정하는 학교협의체'로 규율 대상을 대통령령에 위임하는 표현을 사용하므로 위임이며 법형식은 대통령령이다.
P00118,대통령령으로 정하는 바에,위임,대통령령,5,문구 '대통령령으로 정하는 바에'는 규율사항의 범위를 대통령령에 맡기는 종결형 위임 표현이다.
P00119,대통령령으로 정하는 사유가,위임,대통령령,4,문장이 '대통령령으로 정하는 사유가'로 끝나며 규율할 사항의 범위를 대통령령에 위임하는 표현이므로 위임으로 보인다. 표지어구도 대통령령으로 명시되어 있다.
P00120,대통령령으로 정하는 바에,위임,대통령령,4,문구 '대통령령으로 정하는 바에'는 규율사항을 대통령령에 맡기는 전형적 위임 표현이다.
P00121,대통령령으로 정하는 사유가,판단불가,대통령령,4,문장이 미완성으로 판단이 불가하나 표지어구와 문언에 '대통령령'이 있어 법형식은 대통령령으로 지정하고 있다.
P00122,대통령령으로 정하는 바에,위임,대통령령,5,문장이 '대통령령으로 정하는 바에'로 끝나며 규율권한을 대통령령에 넘기는 포괄적 위임형태이다.
P00123,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 끝나며 규율권한을 대통령령에 넘기는 표현이므로 위임으로 판단된다.
P00124,대통령령으로 정한다,위임,대통령령,5,종결형 문장 '대통령령으로 정한다'로 규율권한을 하위 규범인 대통령령에 넘긴다.
P00125,대통령령으로 정한,판단불가,대통령령,3,문장이 불완전하여 규율권한을 넘기는지(위임) 또는 단순 지시(인용)인지 판정 불가하나 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 표기함.
P00126,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라며 규율권한을 하위법인 대통령령에 명시적으로 넘긴다.
P00127,사항은 대통령령으로,판단불가,대통령령,4,문장이 '사항은 대통령령으로'로 잘려 있어 문맥상 위임인지 인용인지 판정 불가하나 표지어구에 '대통령령'이 있으므로 법형식은 대통령령으로 표기함.
P00128,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하게 잘려 있어 규율권한을 넘기는지(위임)인지 여부를 확정할 수 없으나 표지어구에 '대통령령'이 있으므로 법형식은 대통령령으로 기재함.
P00129,사항은 대통령령으로,판단불가,대통령령,4,문장이 불완전하여(‘사항은 대통령령으로’ 뒤 내용이 없어) 위임인지 인용인지 단정하기 어렵다만 표지어구에 '대통령령'이 있어 형식은 대통령령으로 지정한 것으로 보인다.
P00130,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 맥락 없이 규율권한을 넘기는지 또는 인용인지 명확하지 않음. 다만 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 표기함.
P00131,사항은 대통령령으로,위임,대통령령,4,문장이 '사항은 대통령령으로'로 끝나며 규율권한을 대통령령에 넘겨 특정 사항을 정하도록 하는 종결형 위임 표현이다.
P00132,사항은 대통령령으로,판단불가,대통령령,3,문장이 불완전하여 문맥이 없어 규율권한을 넘기는지 여부를 확정할 수 없음. 다만 표지어구와 '대통령령으로' 표현으로 형식은 대통령령을 지정한 것으로 보임.
P00133,사항은 대통령령으로,판단불가,대통령령,4,"문장이 불완전하여 맥락상 규율권한을 넘기는 완결된 위임인지 여부 판정 불가하나, 표지어구가 '대통령령'으로 명시되어 있어 법형식은 대통령령으로 표기됨."
P00134,사항은 대통령령으로,판단불가,대통령령,4,문장이 불완전하여 규율권한을 넘기는지 또는 인용인지 판정하기 어렵다. 다만 표지어구 및 '대통령령으로'라는 표현은 대통령령을 지정하는 위임 유형 문구로 보임.
P00135,사항은 대통령령으로,판단불가,대통령령,3,문장이 미완성되어 구체적 위임·인용 여부를 판정할 수 없으나 표지어구 '대통령령'이 있어 법형식은 대통령령으로 나타나 있다.
P00136,대통령령으로 정한다,위임,대통령령,5,종결형 '대통령령으로 정한다'로 하위 규범에 규율권한을 넘기는 전형적 위임 문언이며 표지어구도 '대통령령'임.
P00137,대통령령으로 정하는,판단불가,대통령령,4,"문장이 단편적('대통령령으로 정하는')이고 맥락 없이 완성된 규율 대상이나 내용이 없어 위임인지 인용인지 판정 불가하나, 명시적 법형식은 '대통령령'임."
P00138,필요가 있는 경우에 대통령령으로 정하는 바에,위임,대통령령,5,문장이 '필요가 있는 경우에 대통령령으로 정하는 바에'로 끝나며 규율사항을 대통령령에 위임하는 문말 종결형 표현임.
P00139,필요가 있는 경우에 대통령령으로 정하는 바에,위임,대통령령,4,'~대통령령으로 정하는 바에'로 끝나는 문언은 규율권한을 하위규범(대통령령)에게 넘기는 위임 형식이다.
P00140,필요한 경우에는 대통령령으로 정하는 바에 따라 임시교원 양성기관과,위임,대통령령,4,문장이 ‘대통령령으로 정하는 바에 따라’라고 규정하여 규율권한을 하위법령(대통령령)에 넘기고 있으므로 위임으로 판단함. 다만 문장이 일부로 끝나 판단 여지가 있어 확신도를 4로 설정함.
P00141,필요한 경우에는 대통령령으로 정하는 바에 따라 임시교원 양성기관과,판단불가,대통령령,4,문장이 중간에 끊겨 있어 전체 취지 불명이나 '대통령령으로 정하는 바에 따라'라는 표현이 있어 규율권한을 넘기는 위임 형태로 보이나 문맥 부족으로 확정 곤란함.
P00142,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위 규범(대통령령)에 넘기고 있으므로 위임에 해당한다.
P00143,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'으로 불완전하여 문맥 없이 전체 위임인지 인용인지 판정 불가하나 형식적으로 대통령령을 지정하고 있어 L2는 대통령령로 판단함.
P00144,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 끝나며 규율권한을 대통령령에 넘기는 전형적 위임 표현이다.
P00145,대통령령으로 정하는,위임,대통령령,4,문장이 '대통령령으로 정하는' 형태로 규율권한을 하위규범(대통령령)에 맡기고 있어 위임으로 판단됨. 다만 문장이 단편적이어서 확정적 표현보다 신중한 신뢰도를 설정함.
P00146,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는' 형태로 규율권한을 하위 규범(대통령령)에 넘기는 전형적 위임 표현이다.
P00147,대통령령으로 정한다,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정한다'라고 규율권한을 하위 규범(대통령령)에 넘기고 있어 위임에 해당한다.
P00148,대통령령으로 정한다,위임,대통령령,5,종결형 단문 '대통령령으로 정한다'는 규율권한을 하위 규범(대통령령)으로 넘기는 전형적 위임 표현이다.
P00149,대통령령으로 정하는 요건,위임,대통령령,5,문장이 종결어구 없이 '대통령령으로 정하는 요건'으로 하위 규범이 정할 사항의 범위를 지시하므로 요건 일부를 맡기는 부분위임에 해당한다.
P00150,대통령령으로 정하는 과,위임,대통령령,5,문장이 '대통령령으로 정하는 과'로 종결되며 규율권한을 대통령령에 넘겨 특정 과를 정하도록 하고 있어 위임에 해당한다.
P00151,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 끝나며 규율권한을 대통령령에 넘기는 전형적 위임 표현이다.
P00152,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위 규범(대통령령)으로 넘기고 있다.
P00153,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위규범(대통령령)에 넘긴다.
P00154,대통령령으로 정하는,위임,대통령령,5,문장이 종결형으로 '대통령령으로 정하는'이라 하여 규율권한을 하위 규범(대통령령)에 넘기고 있어 위임으로 판단된다.
P00155,대통령령으로 정한다,위임,대통령령,5,문장 끝이 종결형 '대통령령으로 정한다'로 규율권한을 하위규범(대통령령)에 넘긴다.
P00156,대통령령으로 정하는,판단불가,대통령령,3,"문장이 단어 '대통령령으로 정하는'로 불완전하게 끝나 있어 규율권한을 넘기는지(위임) 또는 다른 조문과 연결된 인용인지 문맥 없이 판정불가하나, 표지어구에 '대통령령'이 있어 법형식은 대통령령으로 명시되어 있음."
P00157,대통령령으로 정하는,판단불가,대통령령,4,"문장이 '대통령령으로 정하는'으로 미완성되어 있어 위임인지 인용인지 문맥 없이 판정 불가하나, 표지어구로 법형식은 대통령령을 지정하고 있어 L2는 대통령령로 표기함."
P00158,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위규범인 대통령령에 넘긴다.
P00159,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위법령(대통령령)에 넘기고 있어 명백한 위임이다.
P00160,대통령령으로 정하는,위임,대통령령,4,문장이 '대통령령으로 정하는'으로 끝나며 규율사항을 대통령령에 위임하는 표지어구 형식이다.
P00161,대통령령으로 정하는,판단불가,대통령령,3,문장이 '대통령령으로 정하는'으로 불완전하며 맥락 없이는 위임인지 인용인지 명확하지 않으나 표지어구가 대통령령으로 제시되어 법형식은 대통령령으로 판정함.
P00162,대통령령으로 정하는,위임,대통령령,5,끝부분이 '대통령령으로 정하는' 형태로 규율권한 일부를 하위규범(대통령령)에 넘기고 있어 위임으로 판단된다.
P00163,대통령령으로 정하는,위임,대통령령,5,문장이 '대통령령으로 정하는'으로 끝나며 규율권한(세부사항)을 대통령령에 넘기는 전형적 위임 표현이다.
P00164,대통령령으로 정한다,위임,대통령령,5,문장이 종결형 '대통령령으로 정한다'로 규율권한을 하위 규범(대통령령)에 넘긴다.
P00165,대통령령으로 정하는 요건을,위임,대통령령,5,문장에 '대통령령으로 정하는 요건을'이라 적혀 있어 규율권한을 대통령령에 넘기는 전형적 위임 표현이다.
P00166,대통령령으로 정하는 과의,위임,대통령령,5,"문장이 '대통령령으로 정하는' 형태로 과(科)의 범위 등을 하위 규범에 정하도록 규율권한을 넘기고 있으므로 위임이며, 명시적 법형식은 대통령령이다."
